url,normalized_url,status,status_code,content_type,indexable,canonical,title,meta_description,h1_count,word_count,internal_link_count,external_link_count,image_count,images_missing_alt_count,schema_types,depth,parent_url,source,in_sitemap,artifact_dir,blocker,last_seen
https://www.strique.io/,https://strique.io/,success,200,,yes,https://www.strique.io/,Agentic AI Marketing Platform for Growth Teams | Strique,"Run paid media, SEO, content, lifecycle, and reporting from one agentic AI. The leading agentic AI for marketing — used by 1,247 marketers in 38 countries.",2,10724,18,5,104,7,"AggregateRating, Answer, ContactPoint, FAQPage, Offer, Organization, Question, SearchAction, SoftwareApplication, WebSite",0,,seed;sitemap,yes,brands/strique/references/crawls/20260629T193943Z/pages/511c7435dc7b,,2026-06-29T20:22:43+00:00
https://www.strique.io/about,https://strique.io/about,success,200,,yes,https://www.strique.io/about,About Strique and the AI Marketing OS Team · Strique,"Strique is the AI marketing OS we wanted to use ourselves. One agent, every channel, always on. Meet the team building it.",2,9200,14,5,6,3,"ContactPoint, Organization, SearchAction, WebSite",0,,sitemap,yes,brands/strique/references/crawls/20260629T193943Z/pages/adc8ca7986b9,,2026-06-29T20:22:43+00:00
https://www.strique.io/blog,https://strique.io/blog,success,200,,yes,https://www.strique.io/blog,AI Marketing Blog and Growth Playbooks · Strique,"Essays, playbooks, and field notes on the future of AI-run marketing, from the team building it.",2,10604,21,5,20,3,"ContactPoint, Organization, SearchAction, WebSite",0,,sitemap,yes,brands/strique/references/crawls/20260629T193943Z/pages/bd752d2f9240,,2026-06-29T20:22:43+00:00
https://www.strique.io/blog/ai-ad-analytics-platform-optimize-ad-spend-reduce-waste,https://strique.io/blog/ai-ad-analytics-platform-optimize-ad-spend-reduce-waste,success,200,,yes,https://www.strique.io/blog/ai-ad-analytics-platform-optimize-ad-spend-reduce-waste,AI Ad Analytics: Reduce Waste and Optimize Spend · Strique,"Strique AI helps identify ad waste, optimize Meta and Google ads, and streamline ad performance with a chat-based execution platform. Faster results, no dashboards.",1,16195,18,7,14,3,"Answer, Article, BreadcrumbList, ContactPoint, FAQPage, ImageObject, ListItem, Organization, Person, Question, SearchAction, WebPage, WebSite",0,,sitemap;internal_link,yes,brands/strique/references/crawls/20260629T193943Z/pages/dc632e45d636,,2026-06-29T20:22:43+00:00
https://www.strique.io/blog/ai-ad-optimization-guide,https://strique.io/blog/ai-ad-optimization-guide,success,200,,yes,https://www.strique.io/blog/ai-ad-optimization-guide,The 2026 guide to AI ad optimization · Strique,"What actually works now that creative generation is cheap, bidding is a commodity, and the edge is in the loop, not the asset.",1,10545,18,7,14,3,"Article, BreadcrumbList, ContactPoint, ImageObject, ListItem, Organization, Person, SearchAction, WebPage, WebSite",0,,sitemap;internal_link,yes,brands/strique/references/crawls/20260629T193943Z/pages/5b48b61c7faa,,2026-06-29T20:22:43+00:00
https://www.strique.io/blog/brand-context-extraction,https://strique.io/blog/brand-context-extraction,success,200,,yes,https://www.strique.io/blog/brand-context-extraction,How Strique extracts your brand DNA from your website · Strique,"The first 90 seconds with Strique: a crawl, an LLM pass, and a brand context object your agent uses forever.",1,10583,18,7,14,3,"Article, BreadcrumbList, ContactPoint, ImageObject, ListItem, Organization, Person, SearchAction, WebPage, WebSite",0,,sitemap;internal_link,yes,brands/strique/references/crawls/20260629T193943Z/pages/3e680ea6b732,,2026-06-29T20:22:43+00:00
https://www.strique.io/blog/closing-the-loop,https://strique.io/blog/closing-the-loop,success,200,,yes,https://www.strique.io/blog/closing-the-loop,Closing the Loop in AI Marketing · Strique,"Generating an ad is easy. Reading back what happened, learning from it, and compounding, that's the 90% every AI marketing tool punts on.",1,10537,18,7,14,3,"Article, BreadcrumbList, ContactPoint, ImageObject, ListItem, Organization, Person, SearchAction, WebPage, WebSite",0,,sitemap;internal_link,yes,brands/strique/references/crawls/20260629T193943Z/pages/49070b07034c,,2026-06-29T20:22:44+00:00
https://www.strique.io/blog/how-to-improve-roas-using-ai-audit-tools,https://strique.io/blog/how-to-improve-roas-using-ai-audit-tools,success,200,,yes,https://www.strique.io/blog/how-to-improve-roas-using-ai-audit-tools,AI Ad Audits for D2C ROAS Improvement · Strique,"Boost ROAS with AI-driven ad audits. Optimize campaigns, reduce waste, and improve profitability using Strique's intelligent platform for D2C brands.",1,14724,18,7,14,3,"Answer, Article, BreadcrumbList, ContactPoint, FAQPage, ImageObject, ListItem, Organization, Person, Question, SearchAction, WebPage, WebSite",0,,sitemap;internal_link,yes,brands/strique/references/crawls/20260629T193943Z/pages/e852e22bed9f,,2026-06-29T20:22:44+00:00
https://www.strique.io/blog/how-to-reduce-cac-with-ai,https://strique.io/blog/how-to-reduce-cac-with-ai,success,200,,yes,https://www.strique.io/blog/how-to-reduce-cac-with-ai,How to reduce CAC by 30% using an AI marketing agent · Strique,Customer acquisition cost is rising across every channel. Here's the systematic approach teams are using to cut CAC 30% in 90 days with an AI marketing agent.,1,11061,18,7,14,3,"Article, BreadcrumbList, ContactPoint, ImageObject, ListItem, Organization, Person, SearchAction, WebPage, WebSite",0,,sitemap;internal_link,yes,brands/strique/references/crawls/20260629T193943Z/pages/adb1e16ab672,,2026-06-29T20:22:44+00:00
https://www.strique.io/blog/what-is-an-ai-marketing-agent,https://strique.io/blog/what-is-an-ai-marketing-agent,success,200,,yes,https://www.strique.io/blog/what-is-an-ai-marketing-agent,What is an AI marketing agent? The 2026 complete guide · Strique,"AI marketing agents are autonomous systems that plan, execute, and optimize marketing campaigns end-to-end, without a human in every step. Here's how they actually work.",1,12160,18,7,14,3,"Article, BreadcrumbList, ContactPoint, ImageObject, ListItem, Organization, Person, SearchAction, WebPage, WebSite",0,,sitemap;internal_link,yes,brands/strique/references/crawls/20260629T193943Z/pages/fca315df71d9,,2026-06-29T20:22:44+00:00
https://www.strique.io/careers,https://strique.io/careers,success,200,,yes,https://www.strique.io/careers,Careers at Strique for AI Product Builders · Strique,"Open roles at Strique: engineering, design, research, GTM. Small team, high leverage, hybrid and flexible, async-default.",2,10792,22,5,6,3,"ContactPoint, Organization, SearchAction, WebSite",0,,sitemap;internal_link,yes,brands/strique/references/crawls/20260629T193943Z/pages/89ad44d064b6,,2026-06-29T20:22:44+00:00
https://www.strique.io/careers/agent-infrastructure-engineer,https://strique.io/careers/agent-infrastructure-engineer,success,200,,yes,https://www.strique.io/careers/agent-infrastructure-engineer,Agent Infrastructure Engineer | Careers · Strique,"Build the runtime that powers the agent loop: tool dispatch, streaming, checkpointing, eval. Deep Python + LLM serving experience.",2,8550,14,5,6,3,"BreadcrumbList, ContactPoint, Country, JobPosting, ListItem, Organization, SearchAction, WebSite",0,,sitemap;internal_link,yes,brands/strique/references/crawls/20260629T193943Z/pages/0df01ee4fe1e,,2026-06-29T20:22:44+00:00
https://www.strique.io/careers/ai-apprentice-program,https://strique.io/careers/ai-apprentice-program,success,200,,yes,https://www.strique.io/careers/ai-apprentice-program,AI Apprentice (6-month program) | Careers · Strique,"Six months, paid, outcome-oriented. Ship one product area end-to-end under a founder mentor. Full-time offer at the end if it works for both sides.",2,8637,14,5,6,3,"BreadcrumbList, ContactPoint, Country, JobPosting, ListItem, Organization, SearchAction, WebSite",0,,sitemap;internal_link,yes,brands/strique/references/crawls/20260629T193943Z/pages/76dfdcf82c7a,,2026-06-29T20:22:44+00:00
https://www.strique.io/careers/applied-ml-researcher,https://strique.io/careers/applied-ml-researcher,success,200,,yes,https://www.strique.io/careers/applied-ml-researcher,Applied ML Researcher | Careers · Strique,"Tune the agent loop: prompt engineering, eval suite, RAG over Org context, multi-model routing. Publish internally, not externally.",2,8558,14,5,6,3,"BreadcrumbList, ContactPoint, Country, JobPosting, ListItem, Organization, SearchAction, WebSite",0,,sitemap;internal_link,yes,brands/strique/references/crawls/20260629T193943Z/pages/3f44a6b6f863,,2026-06-29T20:22:44+00:00
