url,normalized_url,status,status_code,content_type,indexable,canonical,title,meta_description,h1_count,word_count,internal_link_count,external_link_count,image_count,images_missing_alt_count,schema_types,depth,parent_url,source,in_sitemap,artifact_dir,blocker,last_seen
https://inc5shop.com/,https://inc5shop.com/,success,200,text/html; charset=utf-8,yes,https://inc5shop.com/,Exclusive Fashion Footwear Online - Inc 5 Shoes Exclusive Fashion Footwear Online - Inc 5 Shoes,Inc.5 Shoes is an exclusive fashion footwear brand. From classy boots for men to trendy heels for the ladies. Get your favourites delivered right to your doorstep. Women Western Wear. Ethnic Wear. Men Footwear. Men Casual Wear.,2,52114,57,7,70,10,"Organization, SearchAction, WebSite",0,,seed;sitemap;internal_link,yes,brands/inc5/references/crawls/inc5-systemic-audit-public-html-20260709/pages/8e5a67d82bc4,,2026-07-09T14:09:32+00:00
https://inc5shop.com/agents.md,https://inc5shop.com/agents.md,success,200,text/markdown; charset=utf-8,yes,,,,0,1252,0,0,0,0,,0,,sitemap,yes,brands/inc5/references/crawls/inc5-systemic-audit-public-html-20260709/pages/3c4d9bb37d00,,2026-07-09T14:09:32+00:00
https://inc5shop.com/products/block-heel-boots,https://inc5shop.com/products/block-heel-boots,success,200,text/html; charset=utf-8,yes,https://inc5shop.com/products/block-heel-boots,Buy Women’s Block Heel Boots – Modern Chic & Comfort | INC.5 Buy Women’s Block Heel Boots – Modern Chic & Comfort | INC.5,"INC.5 block heel boots offer a sleek, versatile silhouette, perfect for urban outings or casual weekends. Buy comfort-driven fashion to elevate any wardrobe.",2,62848,50,7,22,10,"Brand, Offer, Organization, Product, ProductGroup",0,,sitemap;internal_link,yes,brands/inc5/references/crawls/inc5-systemic-audit-public-html-20260709/pages/3382a8d12f56,,2026-07-09T14:09:38+00:00
https://inc5shop.com/products/block-transparent-mules-white-300385,https://inc5shop.com/products/block-transparent-mules-white-300385,success,200,text/html; charset=utf-8,yes,https://inc5shop.com/products/block-transparent-mules-white-300385,Buy White Block Transparent Mules – Modern Minimalism | INC.5 Buy White Block Transparent Mules – Modern Minimalism | INC.5,"INC.5 white transparent block mules blend airy design and walkable comfort, perfect for fresh summer looks or chic occasions. Shop this versatile style now.",2,64612,50,7,22,2,"Brand, Offer, Organization, Product, ProductGroup",0,,sitemap;internal_link,yes,brands/inc5/references/crawls/inc5-systemic-audit-public-html-20260709/pages/0d5ad55b5bed,,2026-07-09T14:09:44+00:00
https://inc5shop.com/products/driving-shoes-tan-069-1b,https://inc5shop.com/products/driving-shoes-tan-069-1b,success,200,text/html; charset=utf-8,yes,https://inc5shop.com/products/driving-shoes-tan-069-1b,Buy Now driving-shoes-tan-069-1b Buy Now driving-shoes-tan-069-1b,"Shape smarter looks instantly using tan driving shoes, for smart offices and refined casual settings, for travel-ready plans, graceful. Make formals feel fresh.",2,60292,50,7,26,2,"Brand, Offer, Organization, Product, ProductGroup",0,,sitemap;internal_link,yes,brands/inc5/references/crawls/inc5-systemic-audit-public-html-20260709/pages/6d50dee6b57c,,2026-07-09T14:09:41+00:00
https://inc5shop.com/products/driving-shoes-tan-763-13,https://inc5shop.com/products/driving-shoes-tan-763-13,success,200,text/html; charset=utf-8,yes,https://inc5shop.com/products/driving-shoes-tan-763-13,Buy Now driving-shoes-tan-763-13 Buy Now driving-shoes-tan-763-13,"Experience comfort and class with INC5 Tan 763-13 Driving Shoes. Soft interiors, premium grip, and elegant design crafted for men who value relaxed sophistication.",2,59746,50,7,22,2,"Brand, Offer, Organization, Product, ProductGroup",0,,sitemap;internal_link,yes,brands/inc5/references/crawls/inc5-systemic-audit-public-html-20260709/pages/1cd2980a67b1,,2026-07-09T14:09:41+00:00
https://inc5shop.com/products/flat-embroided-toe-post-1,https://inc5shop.com/products/flat-embroided-toe-post-1,success,200,text/html; charset=utf-8,yes,https://inc5shop.com/products/flat-embroided-toe-post-1,Women Rose Gold Embellished One Toe Flats Women Rose Gold Embellished One Toe Flats,"Give compact storage a sleek touch with footwear, for cards and tiny bags, with crisp structure, with crisp structure, clean and refined. Cover ankles in style.",2,63746,50,7,22,0,"Brand, Offer, Organization, Product, ProductGroup",0,,sitemap;internal_link,yes,brands/inc5/references/crawls/inc5-systemic-audit-public-html-20260709/pages/10b0eea2f32e,,2026-07-09T14:09:36+00:00
https://inc5shop.com/products/formal-slippons-coffee-909-106b123,https://inc5shop.com/products/formal-slippons-coffee-909-106b123,success,200,text/html; charset=utf-8,yes,https://inc5shop.com/products/formal-slippons-coffee-909-106b123,Buy Now formal-slippons-coffee-909-106b123 Buy Now formal-slippons-coffee-909-106b123,"Refined and stylish, INC5 Coffee Formal Slip-ons feature premium craftsmanship, cushioned comfort, and elegant texture—ideal for work or formal occasions.",2,59722,50,7,22,2,"Brand, Offer, Organization, Product, ProductGroup",0,,sitemap;internal_link,yes,brands/inc5/references/crawls/inc5-systemic-audit-public-html-20260709/pages/fa4d1acc18a6,,2026-07-09T14:09:42+00:00
https://inc5shop.com/products/formal-slippons-tan-909-106d88,https://inc5shop.com/products/formal-slippons-tan-909-106d88,success,200,text/html; charset=utf-8,yes,https://inc5shop.com/products/formal-slippons-tan-909-106d88,Buy Now formal-slippons-tan-909-106d88 Buy Now formal-slippons-tan-909-106d88,"Step confidently in INC5 Tan Formal Slip-ons. Polished design meets comfort, offering the perfect blend of sophistication and durability for work or evening occasions.",2,59838,50,7,26,2,"Brand, Offer, Organization, Product, ProductGroup",0,,sitemap;internal_link,yes,brands/inc5/references/crawls/inc5-systemic-audit-public-html-20260709/pages/a0fc13bff823,,2026-07-09T14:09:42+00:00
https://inc5shop.com/products/formal-slippons-tan-a454-10,https://inc5shop.com/products/formal-slippons-tan-a454-10,success,200,text/html; charset=utf-8,yes,https://inc5shop.com/products/formal-slippons-tan-a454-10,Buy Now formal-slippons-tan-a454-10 Buy Now formal-slippons-tan-a454-10,"Lift festive attire gracefully with tan formal slip-ons, for lehengas, kurtas and celebrations, for wardrobe variety, refined and modern. Shape a clean profile.",2,59598,50,7,22,2,"Brand, Offer, Organization, Product, ProductGroup",0,,sitemap;internal_link,yes,brands/inc5/references/crawls/inc5-systemic-audit-public-html-20260709/pages/f04068f9260c,,2026-07-09T14:09:43+00:00
https://inc5shop.com/products/mens-brown-formal-sandal-1,https://inc5shop.com/products/mens-brown-formal-sandal-1,success,200,text/html; charset=utf-8,yes,https://inc5shop.com/products/mens-brown-formal-sandal-1,Buy Now mens-brown-formal-sandal-1 Buy Now mens-brown-formal-sandal-1,"Polish outfits with brown formal solid sandals, made for city comfort with a composed silhouette; helps every outfit feel ready, refined and confidently styled.",2,61660,50,7,26,2,"Brand, Offer, Organization, Product, ProductGroup",0,,sitemap;internal_link,yes,brands/inc5/references/crawls/inc5-systemic-audit-public-html-20260709/pages/e8852fdb1d1a,,2026-07-09T14:09:33+00:00
